name,address,postcode,state,city,phone,email,principal_name,latitude,longitude
Genius Kids Profile,"No. 67, 3 Jalan USJ 21/10, Subang Jaya, Selangor, 47630 Petaling Jaya",47630,Selangor,Petaling Jaya,+60 3-8023 1866,,,3.028637,101.582024
Q-dees Taman Melawati,"358, Jalan B 7, Taman Melawati, 53100 Kuala Lumpur, Selangor",53100,Selangor,Kuala Lumpur,+60 12-664 1107,,,3.2139673,101.7483088
Tadika Sunbeam,"53, Jalan Terasek, Bangsar, Kuala Lumpur, 59000, Kuala Lumpur, WP Kuala Lumpur, 59100",59100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-2287 7899,,,3.13201,101.666
Tadika Sri Hasrat,"2, Lorong Bendahara 48g, Taman Sejati, Kota Raja, 41200 Klang, Selangor",41200,Selangor,Klang,+60 3-3884 1180,,,3.0147428,101.4719206
MJ Prima Pristana,"Bandar Saujana Utama, 47000, Selangor",47000,Selangor,MY,+60 12-245 3255,primapristana@yahoo.com,,3.2074875,101.4712232
Beaconhouse Newlands Early Years SS2,"37, Jalan SS 2/44, SS 2, 47300 Petaling Jaya, Selangor",47300,Selangor,Petaling Jaya,+60 3-7865 0453,marketing@beaconhouse.edu.my,,3.1160188,101.6261655
"Taska Bonda Mama Sayang Sentrovue A, Puncak Alam","Jalan Ppaj 5, Pusat Perdagangan Alam Jaya, 42300 Puncak Alam, Selangor",42300,Selangor,Puncak Alam,+60 11-2719 7010,,,3.2396213,101.4488849
Tadika Junior Sayang Ku,"8, Jalan Desa Mewah 1, Taman Desa Mewah, 43500 Semenyih, Selangor",43500,Selangor,Semenyih,+60 17-638 2634,,,2.964739,101.8419059
Taska Na'il Uwais,"11, 2, Jalan Penggawa, Bandar Mahkota Cheras, 43200 Cheras, Selangor",43200,Selangor,Cheras,+60 17-529 4440,,,3.053412,101.7850769
Taska Ana,"Kondominium Sentul Utama, Blok B-00-01, Jalan 26, Taman Dato Senu, Kuala Lumpur, Sentul, 51000",51000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 17-372 9862,,,3.194499,101.6966029
Smart Reader Kids Desa Petaling 1,"A7-0-2, Megan Salak Park, Taman Desa Petaling, 57100 Kuala Lumpur",57100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-9057 0757,smartreaderindo@gmail.com,,3.0833235,101.7012602
Taska Kekanda Adinda,"Lot 4281, Lorong Tenteram, Kampung Jenderam Hilir, 43800 Dengkil, Selangor",43800,Selangor,Dengkil,+60 11-2580 7250,,,2.8826523,101.7158001
PASTI Al Akmal 2,"Jalan Anggerik 1d, Desa Anggerik, 48200 Serendah, Selangor",48200,Selangor,Serendah,+60 13-391 0788,pasti.alakmal2@gmail.com,,3.360429,101.616671
Taska Nas Ceria,"Taman Wangsa Melawati, 53300 Kuala Lumpur, Federal Territory of Kuala Lumpur",53300,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 12-266 1920,,,3.2044064,101.7450995
CIC Where Leaders Are Born Puchong Utama,"No. 33 & 34, Jalan PU 12/6a, Taman Puchong Utama, 47100 Puchong, Selangor",47100,Selangor,Puchong,+60 3-8052 0304,,,2.9894325,101.6096665
Little Qalifa Child Care Centre Elmina,"AA U16/AA, 3-1 Jalan Eserina, Persiaran Elmina, 40160 Shah Alam, Selangor",40160,Selangor,Shah Alam,+60 12-326 0601,,,3.1857654,101.5271207
"Eduwis Meru, Klang","37, Jalan Mahang 1, Taman Meru Utama, 41050 Klang, Selangor",41050,Selangor,Klang,+60 11-6264 5858,jessy@eduwis.edu.my,,3.1273046,101.4412308
Pasti Nurin,"Jln Intan Kanan, Kampung Bukit Changgang, 42700 Banting, Selangor",42700,Selangor,Banting,+60 16-253 2134,,,2.822715,101.630133
CIC Where Leaders Are Born USJ 3,"No. 27A, Jalan Tiara 3, Taman Perindustrian Uep, 47600 Subang Jaya, Selangor",47600,Selangor,Subang Jaya,+60 3-8687 6999,,,3.043933,101.5681876
Brainy Bunch Montessori Playschool Setiawangsa,"1, Jalan Puncak Setiawangsa 2, Taman Setiawangsa, 54200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",54200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 16-229 1370,tebet@brainybunch.com,,3.1883911,101.7433514
Baby Atelier @ OKR,"208, Jalan Pisang, Taman Shanghai, 58100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",58100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 13-350 0109,info@babyatelier.com.my,,3.1021187,101.6777668
Tadika Cilik Ria,"3115, Jalan Tempayan Emas 1/2, Kampung Paya Jaras Dalam, 47000 Sungai Buloh, Selangor",47000,Selangor,Sungai Buloh,+60 17-640 8995,,,3.1931648,101.5468897
Taska Mama Attar Air Panas Setapak,"687, Jalan Ayer Surut, Kampung Baru Air Panas, 53200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",53200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 17-612 3650,,,3.1828165,101.715282
Raudhatul Ilmi Centre(Pusat Pengajian Teknik Al Baghdadi Kota Puteri),"30, Jln Kota Puteri 5/2, 45000 Batu Arang, Selangor",45000,Selangor,Batu Arang,+60 11-2325 6324,,,3.3039552,101.4458409
Jolly Hearts Daycare Centre,"40A, Jalan BP 7/11, Bandar Bukit, 47120 Puchong, Selangor",47120,Selangor,Puchong,+60 10-913 3291,,,2.9856993,101.6209899
MRC JSP Anggun City Emerald Rawang (Daycare Tuition Center 安亲补习),"Pusat Komersial Anggun City, 66-2, Jalan Anggun City 1, Taman Anggun, 48000 Rawang, Selangor",48000,Selangor,Rawang,+60 14-368 3438,,,3.3183413,101.5383962
Q-dees Seksyen 8 Kota Damansara - Tadika Nadi Perintis,"27, Jalan Pekaka 8/14, Seksyen 8 Kota Damansara, 47810 Petaling Jaya, Selangor",47810,Selangor,Petaling Jaya,+60 11-3299 9996,harmonie@q-dees.com,Harmonie Ngooi,3.1807508,101.5794054
Brainy Bunch Montessori Playschool Putraheight,"C-05-01, Garden Shoppe One City, USJ 25, One City, 47630 Subang Jaya, Selangor",47630,Selangor,Subang Jaya,+60 16-229 1350,tebet@brainybunch.com,,3.0208589,101.5794382
Q-dees Puncak Alam,"2, Jalan Alam Suria 16/28, 42300 Puncak Alam, Selangor",42300,Selangor,Puncak Alam,+60 12-200 0293,,,3.2367955,101.4095798
Smart Reader Kids Taman Maju Jaya,"11, Jalan PJS 2, PJ Seksyen 2C - 2D, 46000 Petaling Jaya, Selangor",46000,Selangor,Petaling Jaya,+60 3-7772 1563,smartreaderindo@gmail.com,,3.0803123,101.6272739
Tadika Super Cemerlang,"35, Jln Mutiara 3/3, 68100 Batu Caves, Selangor",68100,Selangor,Batu Caves,+60 18-988 0137,tadikasupercemerlang@gmail.com,,3.26303,101.6696742
Tree Top House,"Lot. 10, Jalan U Thant, Taman U Thant, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",55100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-2141 2941,treetopedu@treetophouse.edu.my,,3.1545929,101.7249574
Arus Cerdik Sdn. Bhd.,"Jaya One, Blk D, Unit 13, Level 2, Phase P1, No. 72A Jalan Universiti, Selangor, 46200 Petaling Jaya",46200,Selangor,Petaling Jaya,+60 3-7955 3128,,,3.1180915,101.6362646
Tadika Tunas Bestari IT,"2, Jalan 3/7, Bandar Teknologi Kajang, 43500 Semenyih, Selangor",43500,Selangor,Semenyih,+60 17-624 0819,,,2.9660658,101.8210444
Taska Kreatif Kampus,"Kuala Lumpur, 1, Jalan 14C 1/5, Presint 14, 62250 Putrajaya, Wilayah Persekutuan Putrajaya",62250,Putrajaya,Putrajaya,+60 12-292 6444,,,2.9482911,101.7149247
3Q MRC Junior Parklands (New),"The Thesor, L1-01 Block C , The Thesor@Gravit8 Jalan Bayu Laut/ks9, Pandamar, Kota Bayuemas, 41200 Klang, Selangor",41200,Selangor,Klang,+60 12-634 4959,support@3qmrcjunior.edu.my,,2.9823277,101.4445218
Sunshower Preschool & Tuition Centre (Happy Garden),"2A, Jalan Perisa 5, Taman Bukit Indah, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",58200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 10-244 6381,sunshowergeneral@gmail.com,,3.0758246,101.6812111
Mighty Explorers,"Lot Level 1-12 & 13, LSH 33, 3, Jln Batu Muda Tambahan 3, Sentul, 51100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",51100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 13-645 9930,mightyexplorers.my@gmail.com,,3.2090668,101.6915906
AKids Preschool Bandar Sunway,"29-2, Jalan PJS 8/12, Dataran Mentari, 46150 Petaling Jaya, Selangor",46150,Selangor,Petaling Jaya,+60 13-328 2114,,,3.0794538,101.6113915
Sri Intan Children & Childplay Centre,"26, Jalan Perkasa 9, Maluri, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",55100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-9285 4562,,,3.1305711,101.7336757
Tabika Kemas Ulu Beranang,"Tabika Kemas Ulu, Kampung Solok, 71750 Beranang, Selangor",71750,Selangor,Beranang,+60 18-229 4654,,,2.8936547,101.9273177
Little Caliphs Bukit Naga,"175 Off, Jln Sungai Terap 32/173, &, Jln Klinik, Kampung Bukit Naga, 40460 Shah Alam, Selangor",40460,Selangor,Shah Alam,+60 19-231 6200,,,2.9974183,101.5087587
Taska Al-Humairaa Section 4,"1, Jln 4/7H, Seksyen 4 Tambahan Bandar Baru Bangi, 43650 Bandar Baru Bangi, Selangor",43650,Selangor,Bandar Baru Bangi,+60 12-981 9527,geniuskidscentre01@yahoo.com,,2.9544143,101.7803561
Tadika Anakku Genius Muslim Edu,"42-1 & 42-2, Jalan Seri Putra 1/4, Bandar Seri Putra, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 12-360 9844,,,2.8844863,101.7897866
Baby Kingdom Malaysia - Bangsar,"41, Jalan Tempinis Kanan, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",59100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 18-299 4893,info@babykingdommalaysia.com,,3.1247289,101.6696413
Kinder World,"45, Jalan Putra Indah 9/9, Putra Heights, 47650 Subang Jaya, Selangor",47650,Selangor,Subang Jaya,+60 19-307 0403,info@kinderworld.com.my,,2.9905377,101.5632617
Q-dees Taman Taming Jaya,"1, Persiaran Taming 3, Taman Taming Jaya, 43300 Seri Kembangan, Selangor",43300,Selangor,Seri Kembangan,+60 12-353 8043,,,3.024282,101.7330494
SMART VISION KIDS (FORMERLY KNOWN AS TADIKA SRI PERMATA CEMERLANG),"No 3, Jalan BSC 2C/5, Presint 2, Bandar Seri Coalfields, 47000 Sungai Buloh, Selangor",47000,Selangor,Sungai Buloh,+60 16-666 2765,,,3.2425643,101.4747398
Q-dees Mutiara Damansara,"17, Lrg PJU 7/22, Mutiara Damansara, 47800 Petaling Jaya, Selangor",47800,Selangor,Petaling Jaya,+60 13-398 8308,harmonie@q-dees.com,Harmonie Ngooi,3.1611617,101.6069605
Taska Permata adni,"35, Jln Serene 1/3, serene heights, 43500 Semenyih, Selangor",43500,Selangor,Semenyih,+60 17-626 7481,,,2.9204869,101.8134842
Q-dees Taman Desa,"3 1, No 94, Jalan Desa Maju, 2 miles, Jalan Klang Lama, Taman Desa, 58100 Kuala Lumpur, Federal Territory of Kuala Lumpur",58100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-7983 8440,,,3.1070846,101.6876217
Spring Montessori House - Kindergarten,"K-GF-1 & K-GF-3, Encorp Strand Garden Office, Kota Damansara, 47810 Petaling Jaya, Selangor",47810,Selangor,Petaling Jaya,+60 12-213 0910,hello@springmontessori.com.my,,3.1541876,101.5971906
Tadika Sri Strawberi,"76, Jalan Rengas, Taman Selatan, 41200 Klang, Selangor",41200,Selangor,Klang,+60 16-222 1949,,,3.0286364,101.4410926
Yes Kids Care Centre,"No 2A-1 Block, 1, Jalan Jalil Jaya, Bukit Jalil, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",57000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 18-254 4613,,,3.0576396,101.6740918
Atfaal Bestari Ecohill Branch,"no 9-2 floor, 1, Jln Ecohill 1/2, Setia Ecohill, 43000 Semenyih, Selangor",43000,Selangor,Semenyih,+60 19-247 2450,,,2.9256905,101.8540388
Tabika Perpaduan Taman Sri Andalas,"Jalan Sri Mersing 26, Taman Sri Andalas Fasa 6, Selangor, 41200 Klang",41200,Selangor,Klang,+60 3-8943 1582,,,3.0125952,101.4563074
Tadika Sri SayangKu,"1, Jalan USJ 18/4a, Usj 18, 47630 Subang Jaya, Selangor",47630,Selangor,Subang Jaya,+60 3-7784 4001,,,3.034287,101.585925
Big Apple Bukit Raja,"2, Jalan Ulek Mayang 1A/KU5, 41050 Klang, Selangor",41050,Selangor,Klang,+60 11-1737 8698,bigapplebukitraja@gmail.com,,3.1041318,101.4130465
TASKA SAYANGKU ZAFRAN,"1, Lorong Meru Indah 2, Taman Meru Indah, 42200 Kapar, Selangor",42200,Selangor,Kapar,+60 14-349 7031,,,3.1338474,101.4178851
Johan Preschool Bukit Tinggi Klang,"110, Lorong Batu Nilam 12, Bandar Bukit Tinggi 1, 41200 Klang, Selangor",41200,Selangor,Klang,+60 12-267 1035,,,3.0037549,101.4330523
Little Caliphs Pandan Mewah (Khalifah Didik),"No.2, Blok D2, Ground Floor Hata Square, Jalan Mewah 1/2, Taman Pandan Mewah, 68000 Ampang Jaya, Selangor",68000,Selangor,Ampang Jaya,+60 19-772 7054,info@khalifahdidik.com,,3.1259037,101.7638061
Al Khwarizmi Liltle Muslims,"7, Jalan Impian Putra 1/4, Taman Impian Putra, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 3-8912 3671,,,2.893198,101.771193
Taska Little Genius,"Block A ( ground floor) Pangsapuri Salvia seksyen 11 11, 3, Kota Damansara, 47810 Petaling Jaya, Selangor",47810,Selangor,Petaling Jaya,+60 12-228 6499,,,3.1584047,101.59591
Brainy Bunch Montessori Playschool Nilai,"No 16, Jln 1/2, Laman Azalea, 71800 Nilai, Negeri Sembilan",71800,Negeri Sembilan,Nilai,+60 16-229 4315,tebet@brainybunch.com,,2.8406554,101.8124123
Little Caliphs Islamic Kindergarten Setiawangsa,"A-0-2, Setiawangsa Business Suite, Jalan Setiawangsa 11, Taman Setiawangsa, 54200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",54200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 19-303 3500,,,3.1802157,101.7439862
Tadika Sahabat Genius,"1, Lorong Enggang 3, Taman Keramat, 54200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",54200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 18-359 9382,,,3.1679299,101.7374129
Loving Kindness Childcare Centre,"22, Jalan Sri Siantan 43,Taman Sri Andalas, Kawasan 2, Klang, 41200, Klang, Selangor, 41200",41200,Selangor,Klang,+60 3-3372 0339,,,3.018312,101.4442497
Little Caliphs Khalifah Alam,"No 15A & 17A, Kondominium Indah Alam, Batu Tiga, 40000 Shah Alam, Selangor",40000,Selangor,Shah Alam,+60 10-457 8000,,,3.0701833,101.5553143
Wisdom Forest 学林安亲,"No.69, Jalan 5, Seksyen 1 Kampung Baru, Batu 11 Cheras, 43200 Cheras, Selangor",43200,Selangor,Cheras,+60 16-349 6267,,,3.0453009,101.7737693
KinderKaizen Southville City,"Savanna Lifestyle Retails, B-1-23, Jalan BBLS 1, Bandar Baru Lembah Selatan, 43800 Dengkil, Selangor",43800,Selangor,Dengkil,+60 19-744 7040,,,2.9032824,101.7642244
Little Caliphs Islamic Kindergarten Seksyen 19 Shah Alam,"No 65, 1, Jalan Nelayan A 19/A, Seksyen 19, 40000 Shah Alam, Selangor",40000,Selangor,Shah Alam,+60 13-334 6188,,,3.0487522,101.5333426
Taska Red Apple,"47, Jalan Mutiara Timur 4, Taman Mutiara Timur, 56100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",56100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 16-328 3286,,,3.0933796,101.7418305
The children's house Montessori 16 Sierra,"37, Jln Sierra 10/1, Bandar 16 Sierra, 47120 Puchong, Selangor",47120,Selangor,Puchong,+60 18-232 2699,contact@thechildrenshouse.com.my,,2.9732977,101.6572368
Little Caliphs Islamic Kindergarten Denai Alam,"5-2 &7-2, Jalan Elektron F U16/F, Seksyen U16, E Boulevard, Denai Alam, 40160 Shah Alam, Selangor",40160,Selangor,Shah Alam,+60 19-397 6500,hjroslan.littlecaliphs@gmail.com,,3.1612087,101.512959
Taska Blossom Kids,"2, Jalan Puteri 8/9, Bandar Puteri, 47100 Puchong, Selangor",47100,Selangor,Puchong,+60 3-8061 5492,,,3.0159244,101.6244767
Q-dees Saujana Utama,"1, Jalan Melor 1/4, Country Resort, 47000 Sungai Buloh, Selangor",47000,Selangor,Sungai Buloh,+60 12-236 3200,,,3.1995376,101.4727154
Taska Rumah Umi (Bright Tots Childcare Centre),"01, Jln Setia Perdana U13/25G, Setia Alam, 40170 Shah Alam, Selangor",40170,Selangor,Shah Alam,+60 18-316 5791,,,3.1121101,101.4658712
Tadika Elit Genius,"Kampung Delek, 41100 Klang, Selangor",41100,Selangor,Klang,+60 13-361 8949,,,3.0340193,101.3977698
Blooming Tots House,"2A, Jalan Bunga Cempaka 2/11, Seksyen 2, 40000 Shah Alam, Selangor",40000,Selangor,Shah Alam,+60 19-225 2899,,,3.0725345,101.510687
MRC Kids Jade Hills Kajang,"DATARAN JADE HILLS, 54-2 & 56-2, Jln Dataran Jade 6, Jade Hills, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 11-1671 1957,,,2.9922608,101.7605954
Taska Sha Nana (Swasta),"1, Jalan Nuri 7/19c, Kota Damansara, 47810 Petaling Jaya, Selangor",47810,Selangor,Petaling Jaya,+60 19-383 8520,,,3.168011,101.575566
Tadika Little Honey Bee,"13A, 1, Jalan Metro Wangsa, Wangsa Maju, 53300 Kuala Lumpur, Federal Territory of Kuala Lumpur",53300,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 11-2626 0565,,,3.2046833,101.7362523
"Cubs Early Years, Taman Connaught (Formerly known as Tadika Mayter)","1, Jalan Sarjana 1, Taman Connaught, 56000 Cheras, Wilayah Persekutuan Kuala Lumpur",56000,Federal Territory of Kuala Lumpur,Cheras,+60 16-811 8428,education@mayter.com,,3.0822341,101.7383692
NurtureVille,"2, Jalan 17/41, Section 17, 46400 Petaling Jaya, Selangor",46400,Selangor,Petaling Jaya,+60 16-244 4486,nurturevillepj@gmail.com,,3.1190474,101.6305811
Cemban Childcare,"R-G-41, Jalan Sri Permaisuri, Bandar Sri Permaisuri, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",56000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 11-6399 7031,,,3.1020444,101.7118779
Tadika Khalifah Budi,"2, Jalan Desa 8/3, Bandar Country Homes, 48000 Rawang, Selangor",48000,Selangor,Rawang,+60 12-451 5885,lc.countryhomes@gmail.com,,3.332173,101.5335679
Taska Bright Gems,"Bandar Puteri Puchong, 47100 Puchong, Selangor",47100,Selangor,Puchong,+60 3-8060 5730,admin@taskabrightgems.com,,3.0162334,101.6246181
Funkidz Phonicsmart Selayang,"90, Jalan 11, Selayang Baru, 68100 Batu Caves, Selangor",68100,Selangor,Batu Caves,+60 17-343 7431,,,3.2548032,101.6679901
Tadika Impianku,"2, Jalan Kajang Perdana 8b, Taman Kajang Perdana, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 12-336 0458,,,2.990296,101.814971
Little Caliphs Islamic Kindergarten Hutan Melintang,"No 1 9A, Jalan Sri Intan, Taman Seri Intan, 36400 Hutan Melintang, Perak",36400,Perak,Hutan Melintang,+60 19-353 8500,hjroslan.littlecaliphs@gmail.com,,3.8860241,100.9286571
MRC Kids Bandar Menjalara,"28, Jalan 4/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 16-393 2635,,,3.1945601,101.629429
Sekolah Rendah Islam Integrasi Al Qudwah,"3, Jalan Sungai Merbau 32/100, Kemuning Greenville, 40460 Shah Alam, Selangor",40460,Selangor,Shah Alam,+60 10-507 9293,,,2.9806866,101.5346318
Brainy Bunch Montessori Playschool Ampang Point,"Lot 287, Jalan 3, Ampang Utama, 68000 Ampang, Selangor",68000,Selangor,Ampang Jaya,+60 19-268 0592,tebet@brainybunch.com,,3.1557707,101.7507505
Taska Darul Ilmi (001515404H),"No.54, Jalan Subang Permai 7, Desa Subang Permai, Sek U6/7, Selangor, 40150 Shah Alam",40150,Selangor,Shah Alam,+60 3-7846 6275,,,3.1440098,101.5264403
kucc,"No 1, Jalan Pulai 3/4a, Seksyen 3, 40000 Shah Alam, Selangor",40000,Selangor,Shah Alam,+60 16-630 2949,,,3.073385,101.507482
Tadika Cendekiawan Iman,"60, Jalan Bangi Avenue 6/4, Bangi Avenue, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 19-212 7899,,,2.8996462,101.7952467
Little Cove Montessori,"17, Jln Seri Rejang 1, Taman Sri Rampai, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",53300,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 12-970 0301,,,3.1961848,101.7269696
Tadika Taska Amal Soleh,"35-1, Jalan Dataran Villa Putra 1, Dataran Villa Putra, 47000 Sungai Buloh, Selangor",47000,Selangor,Sungai Buloh,+60 13-918 3804,,,3.2267951,101.5668425
Keedsflix Playschool & Preschool Cyberjaya,"Masreca, 20-01, Jalan 19/1, 19, Persiaran Rimba Permai, Cyber 10, 63200 Cyberjaya, Selangor",63200,Selangor,Cyberjaya,+60 17-213 2448,Keedsflixcyberjaya@gmail.com,,2.9015392,101.6290889
Reliable ChildCare Centre @ Playschool TTDI,"2, Lorong Burhanuddin Helmi 7, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",60000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 17-241 0859,,,3.1479274,101.6196214
Mesra Kids Preschool Eco Sanctuary,"18-G, Jalan Eco Santuari 8/1B, Persiaran Eco Sanctuary, Bandar, 42500 Telok Panglima Garang, Selangor",42500,Selangor,Telok Panglima Garang,+60 12-930 8304,info@mesrakids.com.my,,2.9431715,101.5408893
Bao Bei E2 Programme Daycare (Kepong Bandar Menjalara),"No. 24, 2, Jalan 4/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 16-261 3661,info@baobei.edu.my,,3.1943439,101.6287094
Tadika Merryland,"No. 102, Jalan Wira 1, Taman Perwira 2, 68000 Ampang, Selangor",68000,Selangor,Ampang Jaya,+60 3-4256 5240,,,3.1559545,101.7638355
ISLAH EDUCATION SDN BHD,"PUSAT KOMERSIAL, X1-25-A BLOK J, Jalan Plumbum X 7/X, Seksyen 7, 40000 Shah Alam, Selangor",40000,Selangor,Shah Alam,+60 3-5524 3618,,,3.0657462,101.490296
Little Bunny Playschool,"20-1, Jalan Opera B U2/B, Taman TTDI Jaya, 40150 Shah Alam, Selangor",40150,Selangor,Shah Alam,+60 13-255 3258,inspire.nk@gmail.com,Kun Huang,3.0974943,101.5550908
"Smart Reader Kids Subang 2, Shah Alam","Jalan Bulan BT U5/BT, Bandar Pinggiran Subang, 40150 Shah Alam, Selangor",40150,Selangor,Shah Alam,+60 12-520 5073,smartreaderindo@gmail.com,,3.1624404,101.5483737
Taska Anak Bestari,"2, Jalan SS 5/1, Kelana Jaya, 47301 Petaling Jaya, Selangor",47301,Selangor,Petaling Jaya,+60 17-235 9471,,,3.1043222,101.6075663
Taska Mummybonda,"No 6-2 Jalan 14/22 The Right Angle, Seksyen 14, 46100 Petaling Jaya, Selangor",46100,Selangor,Petaling Jaya,+60 12-966 5274,,,3.1116904,101.6337897
Tadika Mukmin Junior Puchong Prima,"Jalan Prima 7/2, Taman Puchong Prima, 47150 Puchong, Selangor",47150,Selangor,Puchong,+60 16-201 1301,,,2.9872779,101.5928125
Tadika Seri Kirthis,"15, Jalan Rejang 9, Taman Setapak Jaya, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",53300,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 10-287 9218,,,3.1893172,101.7291801
Tadika Tremelbye / Tremelbye Kindergarten,"51, Jalan Sri Siantan 35, Taman Sri Andalas, 41200 Klang, Selangor",41200,Selangor,Klang,+60 16-907 6083,,,3.0169809,101.4457713
TADIKA KINDI CERDAS INDAH KCi,"2A, Jalan Pandan Indah 6/5, Pandan Indah, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",55100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 12-369 3150,,,3.1360718,101.7568576
Tadika Iman Cemerlang,"7-1, Jalan Gombak Ria, Taman Gombak Ria, 68100 Batu Caves, Selangor",68100,Selangor,Batu Caves,+60 13-298 7198,,,3.2254357,101.7012783
Pusat Jagaan Menara Sinar Cahaya (Lighthouz),"No 36 and 38, Jalan Jasmin 6, Bandar Botanik, 41200 Klang, Selangor",41200,Selangor,Klang,+60 16-635 3511,,,2.988634,101.4456075
"Smart Reader Kids Seksyen 5, Kota Damansara","Pusat Dagangan Seri Utama, 35-1, Jalan Sepah Puteri 5/1B, Pju 5 Kota Damansara, 47810 Petaling Jaya, Selangor",47810,Selangor,Petaling Jaya,+60 10-406 5059,smartreaderindo@gmail.com,,3.1551289,101.5828831
Tadika Raihan (Formerly Known as Tadika Pendidikan Raihan),"11, Jalan 12/8, Seksyen 12, 46200 Petaling Jaya, Selangor",46200,Selangor,Petaling Jaya,+60 3-7956 7712,,,3.117146,101.647888
Genius Aulad Ampang,"B2-5, City Garden Commercial Centre, 1, Jalan Nirwana, Taman Nirwana, 68000 Ampang Jaya, Selangor",68000,Selangor,Ampang Jaya,+60 19-353 0305,thoriq@synchronet.com.my,,3.1460918,101.7501925
